date,country,group,eai_mean,post_count,fear,anger,sadness,optimism,eai_score
2026-01-01,Afghanistan,Oil-Dependent,-0.0015575,6,0.03136666666666667,0.03725,0.0317,0.13058333333333333,24.3
2026-01-01,Australia,Oil-Independent,0.015014785714285715,28,0.03823928571428571,0.035182142857142856,0.032928571428571425,0.06654285714285714,37.0
2026-01-01,Bangladesh,Oil-Dependent,0.015242,6,0.03641666666666666,0.03378333333333333,0.031166666666666665,0.05304999999999999,37.1
2026-01-01,Brazil,Oil-Independent,-0.0001666666666666674,12,0.025599999999999998,0.024358333333333333,0.02545,0.09646666666666666,25.3
2026-01-01,Canada,Oil-Independent,0.013552805555555556,36,0.037724999999999995,0.03826111111111111,0.031141666666666665,0.07907777777777777,35.8
2026-01-01,India,Oil-Dependent,0.012331666666666666,57,0.03383859649122807,0.03714736842105263,0.03278245614035088,0.07571228070175438,34.9
2026-01-01,Iran,Conflict-Zone,0.0022883421052631594,38,0.024539473684210528,0.0446421052631579,0.025244736842105264,0.10773684210526317,27.2
2026-01-01,Iraq,Conflict-Zone,0.016048875,8,0.037225,0.048350000000000004,0.0553625,0.092675,37.7
2026-01-01,Israel,Conflict-Zone,0.04996313636363636,22,0.07835454545454545,0.06708636363636364,0.04940454545454545,0.03784090909090909,63.7
2026-01-01,Japan,Oil-Dependent,0.0072505,20,0.029009999999999998,0.03827,0.027694999999999997,0.08636,31.0
2026-01-01,Norway,Oil-Independent,0.00014530000000000098,10,0.02361,0.02924,0.02419,0.10106,25.6
2026-01-01,Pakistan,Oil-Dependent,0.016803533333333336,15,0.036373333333333334,0.041773333333333336,0.03269333333333333,0.05672,38.3
2026-01-01,Philippines,Oil-Dependent,0.0041605555555555545,18,0.03296666666666667,0.03202777777777778,0.028622222222222223,0.10991111111111111,28.7
2026-01-01,Saudi Arabia,Gulf-Producer,0.03141615789473685,19,0.04276842105263158,0.05307894736842105,0.04271578947368421,0.034173684210526314,49.5
2026-01-01,South Korea,Oil-Dependent,0.012339555555555555,18,0.03716111111111111,0.03891666666666667,0.038338888888888895,0.08920555555555557,34.9
2026-01-01,UAE,Gulf-Producer,0.0108187,20,0.032835,0.03785,0.0313,0.081125,33.7
2026-01-01,UK,Oil-Independent,0.007975222222222224,27,0.03584444444444444,0.03390370370370371,0.028851851851851854,0.09302962962962963,31.6
2026-01-01,USA,Oil-Independent,0.007458169491525425,59,0.03107457627118644,0.0303271186440678,0.026699999999999998,0.07778305084745762,31.2
2026-01-02,Afghanistan,Oil-Dependent,0.01893000000000001,4,0.048850000000000005,0.054200000000000005,0.0478,0.10145,39.9
2026-01-02,Australia,Oil-Independent,0.0037752400000000005,25,0.023372,0.022268,0.025380000000000003,0.074832,28.4
2026-01-02,Bangladesh,Oil-Dependent,-0.009301,8,0.0148875,0.0148875,0.0148875,0.100725,18.4
2026-01-02,Brazil,Oil-Independent,0.005179899999999997,10,0.040659999999999995,0.03577,0.03369,0.11096999999999999,29.4
2026-01-02,Canada,Oil-Independent,0.026280257142857144,35,0.04531428571428572,0.05059428571428571,0.040202857142857144,0.05487142857142857,45.6
2026-01-02,India,Oil-Dependent,0.018606977777777776,45,0.04346222222222222,0.04663333333333333,0.045426666666666664,0.0862,39.7
2026-01-02,Iran,Conflict-Zone,0.003617200000000001,40,0.0334675,0.043707499999999996,0.028110000000000003,0.11594249999999999,28.2
2026-01-02,Iraq,Conflict-Zone,0.026605090909090908,11,0.03688181818181818,0.04501818181818182,0.04189090909090909,0.03147272727272727,45.8
2026-01-02,Israel,Conflict-Zone,0.032160523809523806,21,0.052423809523809525,0.04260952380952381,0.03752857142857143,0.03000952380952381,50.1
2026-01-02,Japan,Oil-Dependent,0.008777736842105264,19,0.0355,0.033042105263157893,0.03174736842105263,0.08364210526315789,32.2
2026-01-02,Norway,Oil-Independent,-0.014290999999999998,10,0.01457,0.01457,0.01457,0.1265,14.6
2026-01-02,Pakistan,Oil-Dependent,0.011516571428571428,14,0.0319,0.03629285714285714,0.027892857142857143,0.07229285714285714,34.3
2026-01-02,Philippines,Oil-Dependent,0.019237,18,0.04705555555555555,0.041666666666666664,0.033277777777777774,0.07255555555555555,40.2
2026-01-02,Saudi Arabia,Gulf-Producer,0.01947095,20,0.03709,0.034515000000000004,0.03101,0.04416,40.4
2026-01-02,South Korea,Oil-Dependent,0.005371499999999999,24,0.036316666666666664,0.03329166666666667,0.03260833333333333,0.107825,29.6
2026-01-02,UAE,Gulf-Producer,0.003362499999999999,16,0.0228625,0.023775,0.01993125,0.07629375,28.0
2026-01-02,UK,Oil-Independent,0.02080940909090909,22,0.04375909090909091,0.046431818181818185,0.03479090909090909,0.06329090909090909,41.4
2026-01-02,USA,Oil-Independent,0.007500555555555556,72,0.027195833333333332,0.030890277777777777,0.0237375,0.07171111111111111,31.2
2026-01-03,Afghanistan,Oil-Dependent,0.027733500000000005,8,0.0612625,0.065825,0.05745,0.092225,46.7
2026-01-03,Australia,Oil-Independent,0.009151346153846152,26,0.02798846153846154,0.028076923076923076,0.026442307692307692,0.0721923076923077,32.5
2026-01-03,Bangladesh,Oil-Dependent,0.013243624999999993,8,0.043425,0.045524999999999996,0.033625,0.09509999999999999,35.6
2026-01-03,Brazil,Oil-Independent,0.010454846153846151,13,0.03148461538461538,0.033492307692307696,0.033876923076923075,0.07824615384615385,33.5
2026-01-03,Canada,Oil-Independent,-0.0006565833333333315,36,0.02397777777777778,0.025263888888888888,0.02238888888888889,0.09596666666666667,25.0
2026-01-03,India,Oil-Dependent,0.0028515428571428587,35,0.02520857142857143,0.02789714285714286,0.021071428571428574,0.07822285714285715,27.7
2026-01-03,Iran,Conflict-Zone,0.0033016562500000008,32,0.02966875,0.039281250000000004,0.027725,0.10649375,28.0
2026-01-03,Iraq,Conflict-Zone,0.0003551250000000039,8,0.0266125,0.0338875,0.032175,0.1043625,25.7
2026-01-03,Israel,Conflict-Zone,0.041689050000000005,20,0.07528,0.062,0.04768,0.062185000000000004,57.3
2026-01-03,Japan,Oil-Dependent,-0.0028629999999999992,32,0.0213375,0.024671875,0.019678125,0.09713125,23.3
2026-01-03,Norway,Oil-Independent,0.013486111111111114,9,0.028044444444444445,0.0273,0.02367777777777778,0.044533333333333334,35.8
2026-01-03,Pakistan,Oil-Dependent,0.02128988888888889,9,0.026144444444444446,0.03013333333333333,0.031877777777777776,0.016844444444444447,41.7
2026-01-03,Philippines,Oil-Dependent,0.009179285714285714,21,0.028214285714285716,0.03723809523809524,0.030285714285714287,0.07715714285714285,32.5
2026-01-03,Saudi Arabia,Gulf-Producer,0.02662241176470588,17,0.04149411764705883,0.05094705882352941,0.03541176470588235,0.04129411764705883,45.8
2026-01-03,South Korea,Oil-Dependent,0.0183875,20,0.054715,0.04913,0.041685,0.102905,39.5
2026-01-03,UAE,Gulf-Producer,0.0234438125,16,0.044956249999999996,0.0439875,0.0376375,0.05544375,43.4
2026-01-03,UK,Oil-Independent,0.005374586206896552,29,0.025479310344827585,0.02763103448275862,0.02663103448275862,0.07881724137931034,29.6
2026-01-03,USA,Oil-Independent,0.006025285714285716,63,0.025755555555555556,0.028768253968253967,0.024917460317460317,0.07299047619047619,30.1
2026-01-04,Afghanistan,Oil-Dependent,-0.009628000000000003,7,0.032228571428571426,0.025814285714285713,0.031657142857142856,0.15261428571428573,18.1
2026-01-04,Australia,Oil-Independent,0.005853714285714284,28,0.034239285714285715,0.03234285714285714,0.030357142857142857,0.093875,29.9
2026-01-04,Bangladesh,Oil-Dependent,-0.017538999999999996,7,0.013600000000000001,0.013600000000000001,0.013600000000000001,0.13767142857142858,12.1
2026-01-04,Brazil,Oil-Independent,0.02453225,16,0.04724375,0.048325,0.034925,0.05551875,44.2
2026-01-04,Canada,Oil-Independent,0.008787619047619048,21,0.028923809523809525,0.025723809523809524,0.024271428571428572,0.06667142857142856,32.2
2026-01-04,India,Oil-Dependent,0.003934272727272728,33,0.03154545454545454,0.030718181818181818,0.026784848484848484,0.09554545454545454,28.5
2026-01-04,Iran,Conflict-Zone,0.004533945945945947,37,0.03131891891891892,0.04655675675675675,0.025367567567567566,0.10494864864864864,28.9
2026-01-04,Iraq,Conflict-Zone,0.0189415,8,0.0288,0.0349375,0.036125000000000004,0.0374875,40.0
2026-01-04,Israel,Conflict-Zone,0.03541015151515152,33,0.054266666666666664,0.05023939393939394,0.039169696969696965,0.028133333333333333,52.5
2026-01-04,Japan,Oil-Dependent,0.010486789473684211,19,0.033057894736842106,0.037,0.03009473684210526,0.07923157894736843,33.5
